MAL_ID,Name,Genres,Type,Rating,Popularity
5228,Initial D Extra Stage 2,"Action, Cars, Sports, Drama, Seinen",OVA,PG-13 - Teens 13 or older,3128
5231,Inazuma Eleven,"Sports, Super Power, Shounen",TV,G - All Ages,1075
5232,Ninja Bugei-chou,Action,Movie,R - 17+ (violence & profanity),9968
5233,Slayers Evolution-R,"Adventure, Comedy, Fantasy",TV,PG-13 - Teens 13 or older,3083
5234,Zettai Yareru Greece Shinwa,"Comedy, Ecchi",TV,R+ - Mild Nudity,11926
5235,Live On Cardliver Kakeru,"Game, Fantasy",TV,PG - Children,10628
5237,Compiler Festa,"Action, Sci-Fi, Drama",OVA,R+ - Mild Nudity,10735
5238,Chocolate Underground: Bokura no Chocolate Sensou,"Adventure, Comedy, Kids",Movie,PG - Children,9047
5240,"Pyuu to Fuku! Jaguar: Ima, Fuki ni Yukimasu","Comedy, Music",Movie,Unknown,11672
5241,Mofu☆Mofu,Kids,TV,G - All Ages,12251
5244,Aria the Natural: Sono Futatabi Deaeru Kiseki ni...,"Sci-Fi, Slice of Life, Fantasy, Shounen",Special,G - All Ages,4274
5246,Adesugata Mahou no Sannin Musume,"Magic, Comedy, Shoujo",OVA,PG-13 - Teens 13 or older,10365
5249,Mitsume ga Tooru,Adventure,TV,G - All Ages,10887
5250,God Mazinger,"Action, Fantasy, Mecha",TV,R - 17+ (violence & profanity),8952
5251,Angel Densetsu,"Action, Comedy, School",OVA,R - 17+ (violence & profanity),3170
5252,One Piece: Romance Dawn Story,"Action, Fantasy, Comedy, Super Power, Shounen",OVA,PG-13 - Teens 13 or older,2601
5256,"Pokemon Fushigi no Dungeon: Toki no Tankentai, Yami no Tankentai","Adventure, Fantasy",Special,PG - Children,4953
5258,Hajime no Ippo: New Challenger,"Comedy, Sports, Drama, Shounen",TV,PG-13 - Teens 13 or older,726
5259,Rance: Sabaku no Guardian,"Fantasy, Hentai, Magic",OVA,Rx - Hentai,6159
5260,Pankunchi,"Kids, Adventure",ONA,G - All Ages,13255
5262,Shugo Chara!! Doki,"Comedy, Magic, School, Shoujo",TV,PG - Children,1558
5263,Tomorrow's Song,"Music, Kids",Music,G - All Ages,11371
5266,Choujuu Kishin Dancougar: God Bless Dancougar,"Action, Mecha, Sci-Fi",OVA,PG-13 - Teens 13 or older,9812
5267,Gamba no Bouken,"Adventure, Kids, Thriller",TV,G - All Ages,8168
5270,All That Gundam,"Action, Sci-Fi, Mecha",Special,G - All Ages,6793
5272,Tondemo Nezumi Daikatsuyaku,Adventure,Movie,G - All Ages,11892
5273,Miracle Giants Doumu-kun,Sports,TV,PG - Children,9894
5274,Magical★Taruruuto-kun,"Adventure, Comedy, Ecchi, Fantasy, Magic, School",TV,PG-13 - Teens 13 or older,10456
5276,Happy Happy Clover,"Comedy, Fantasy, Kids, Shoujo",TV,G - All Ages,10010
5277,Sekirei: Pure Engagement,"Action, Comedy, Ecchi, Harem, Super Power",TV,R+ - Mild Nudity,752
5278,Totsugeki! Pappara-tai,"Action, Sci-Fi, Adventure, Comedy, Romance",TV,PG-13 - Teens 13 or older,11478
5279,Sekirei: Hajimete no Otsukai,Comedy,Special,R+ - Mild Nudity,2327
5281,Hissatsu Chikan Nin,Hentai,OVA,Rx - Hentai,7732
5285,SeeIn AO,Hentai,OVA,Rx - Hentai,10382
5287,Ippatsu Kanta-kun,"Action, Kids, Adventure, Sports, Comedy",TV,PG - Children,11868
5288,RahXephon Specials,"Action, Drama, Mecha, Music, Mystery, Romance, Sci-Fi",Special,PG-13 - Teens 13 or older,7408
5289,Beast Wars Second Chou Seimeitai Transformers: Lio Convoy Kiki Ippatsu! Movie,"Action, Sci-Fi, Adventure",Movie,PG-13 - Teens 13 or older,10169
5290,Keroro Gunsou Movie 3: Tenkuu Daikessen de Arimasu!,"Comedy, Sci-Fi, Shounen",Movie,PG - Children,6905
5291,Hokuto no Ken Zero: Kenshirou Den,Martial Arts,Movie,R - 17+ (violence & profanity),5153
5292,Getter Robo Go,"Action, Adventure, Mecha, Military, Shounen",TV,PG-13 - Teens 13 or older,9346
5293,Time Slip Ichimannen: Prime Rose,"Action, Adventure, Romance, Sci-Fi, Drama",Special,R+ - Mild Nudity,10144
5296,Jigoku Sensei Nube: Kyoufu no Natsuyasumi!! Ayashi no Umi no Densetsu!,"Action, Horror, School, Shounen, Supernatural",Movie,R - 17+ (violence & profanity),8990
5298,Yu☆Gi☆Oh! 5D's: Shinkasuru Kettou! Stardust vs. Red Demon's,"Fantasy, Game, Sci-Fi",Special,PG-13 - Teens 13 or older,5230
5299,Coffee Tadaiku,Slice of Life,Movie,G - All Ages,11221
5300,Zoku Natsume Yuujinchou,"Slice of Life, Demons, Supernatural, Drama, Shoujo",TV,PG-13 - Teens 13 or older,737
5303,Xabungle Graffiti,Mecha,Movie,PG-13 - Teens 13 or older,11657
5304,Akiba-chan,"Comedy, Kids, Slice of Life",TV,G - All Ages,8888
5305,"Koihime†Musou: Gunyuu, Seitoukaichou no Za wo Neratte Aiarasou no Koto - Ato, Porori mo Aru yo!","Comedy, Ecchi, Fantasy, School",OVA,R+ - Mild Nudity,5013
5306,Tales of Symphonia The Animation: Tethe'alla-hen,"Action, Adventure, Magic, Martial Arts, Fantasy",OVA,PG-13 - Teens 13 or older,3068
5307,Sora wo Kakeru Shoujo,"Adventure, Comedy, Sci-Fi, Space",TV,PG-13 - Teens 13 or older,3444
5308,Ushio to Tora: Comical Deformer Gekijou,"Action, Comedy",OVA,PG-13 - Teens 13 or older,8115
5310,Macross F Movie 1: Itsuwari no Utahime,"Action, Mecha, Military, Music, Romance, Sci-Fi, Space",Movie,PG-13 - Teens 13 or older,3155
5311,Astroganger,"Action, Mecha, Sci-Fi",TV,G - All Ages,10274
5314,Rokumon Tengai Mon Colle Knights Movie: Densetsu no Fire Dragon,"Adventure, Comedy, Fantasy",Movie,PG - Children,11648
5315,Ero Manga Mitai na Koi Shiyo,Hentai,OVA,Rx - Hentai,5962
5316,Rape! Rape! Rape!,Hentai,OVA,Rx - Hentai,5606
5321,Futari no Aniyome,Hentai,OVA,Rx - Hentai,7731
5322,Mugen Kouro,"Action, Sci-Fi, Space",ONA,PG-13 - Teens 13 or older,10192
5324,Yakin Byoutou Kranke,Hentai,OVA,Rx - Hentai,7356
5330,Alice in Cyberland,"Action, Sci-Fi",OVA,PG-13 - Teens 13 or older,8927
5332,Toshokan Sensou: Koi no Shougai,"Action, Military, Comedy, Drama, Romance",Special,PG-13 - Teens 13 or older,5121
5333,Ikkitousen: Great Guardians Specials,"Comedy, Ecchi",Special,R+ - Mild Nudity,4056
5337,Bakugan Battle Brawlers: New Vestroia,"Game, Adventure, Fantasy, Shounen",TV,PG - Children,2372
5341,Ookami to Koushinryou II,"Adventure, Historical, Romance, Fantasy",TV,PG-13 - Teens 13 or older,336
5342,Asura Cryin',"Action, Supernatural, Mecha",TV,PG-13 - Teens 13 or older,1520
5343,Monkey Punch: Manga Katsudou Daishashin,"Action, Adventure, Comedy, Ecchi, Parody, Seinen",TV,R+ - Mild Nudity,9415
5344,Time Bokan Series: Itadakiman,Mecha,TV,R+ - Mild Nudity,11336
5347,Bible Black: Imari Ryoujoku Genba,Hentai,Special,Rx - Hentai,4574
5348,Detective Conan Magic File 2: Kudou Shinichi - The Case of the Mysterious Wall and the Black Lab,"Adventure, Police, Comedy, Mystery, Shounen",OVA,PG-13 - Teens 13 or older,4704
5351,Mobile Suit Gundam 00: Tenshitachi no Kiseki,"Action, Sci-Fi, Mecha",Special,PG-13 - Teens 13 or older,5886
5353,Chameleon (OVA),"Comedy, Ecchi, School, Seinen",OVA,R+ - Mild Nudity,9797
5355,Sengoku Basara,"Action, Historical, Martial Arts, Samurai, Super Power",TV,PG-13 - Teens 13 or older,1062
5356,Canaan,"Action, Sci-Fi, Super Power, Supernatural, Seinen",TV,R - 17+ (violence & profanity),798
5365,Tsumiki no Ie,Drama,Movie,G - All Ages,1710
5369,Street Fighter IV: Aratanaru Kizuna,"Action, Adventure, Shounen",OVA,PG-13 - Teens 13 or older,5678
5372,Seisenshi Dunbine OVA,"Sci-Fi, Adventure, Mecha",OVA,PG-13 - Teens 13 or older,9196
5374,Miracle! Mimika,"Kids, Slice of Life",TV,G - All Ages,13353
5375,Gakkyuu Ou Yamazaki,Comedy,TV,G - All Ages,10689
5383,My Life As,"Comedy, Hentai, Yuri",OVA,Rx - Hentai,9407
5386,Miyamoto Musashi: Souken ni Haseru Yume,"Action, Historical, Martial Arts, Samurai",Movie,R - 17+ (violence & profanity),6240
5391,Pico to Chico,"Hentai, Yaoi",OVA,Rx - Hentai,2043
5393,Soushitsukyou,"Hentai, Yuri",OVA,Rx - Hentai,8308
5395,Nekketsu Saikyou Go-Saurer,"Action, Sci-Fi, Mecha",TV,PG-13 - Teens 13 or older,10604
5396,Yuusha Shirei Dagwon: Suishou no Hitomi no Shounen,Mecha,OVA,PG-13 - Teens 13 or older,11588
5397,Usavich III,Comedy,TV,PG-13 - Teens 13 or older,7115
5398,Masaru Ashita no Yukinojou 2,Hentai,OVA,Rx - Hentai,9831
5399,Internal Medicine,Hentai,OVA,Rx - Hentai,9539
5400,Mahou no Shiho-chan,"Hentai, Magic",OVA,Rx - Hentai,10351
5401,Mahou Shoujo Sae,Hentai,OVA,Rx - Hentai,9264
5402,Maid Meshimase,Hentai,OVA,Rx - Hentai,10474
5403,Jii Tousaku,Hentai,OVA,Rx - Hentai,9738
5408,Princess Holiday: Korogaru Ringo Tei Senya Ichiya,"Fantasy, Hentai",OVA,Rx - Hentai,9968
5411,Suika: Manatsu no Okurimono,"Fantasy, Romance, Hentai, Drama",OVA,Rx - Hentai,9427
5415,La Rose de Versailles,"Military, Slice of Life, Historical, Drama, Romance",Special,G - All Ages,7846
5419,Paniponi Dash!: Danjite Okonaeba Kishin mo Kore wo Saku,"Parody, Comedy, School",Special,PG-13 - Teens 13 or older,5162
5420,Kemono no Souja Erin,"Drama, Fantasy, Slice of Life",TV,PG-13 - Teens 13 or older,1829
5421,Ark,"Action, Fantasy, Mecha, Military, Supernatural, Sci-Fi",Movie,PG-13 - Teens 13 or older,10345
5423,Mogitate Marina-chan,Hentai,OVA,Rx - Hentai,11655
5424,Oppai Life,Hentai,OVA,Rx - Hentai,5465
5427,Ikusa Otome Valkyrie 2,"Demons, Fantasy, Hentai, Supernatural",OVA,Rx - Hentai,6668
5439,Ooedo Forty Eight,"Hentai, Historical",OVA,Rx - Hentai,10266
5440,Ougon Yuusha Goldran,"Action, Sci-Fi, Adventure, Fantasy, Mecha, Shounen",TV,G - All Ages,8894
5447,A-Girl,"Music, Romance, School, Shoujo",OVA,PG-13 - Teens 13 or older,8766
5449,Chibi Kero: Kerobouru no Himitsu!?,Comedy,Special,G - All Ages,10244
5454,Yoku Wakaru Gendai Mahou,"Comedy, Magic",TV,PG-13 - Teens 13 or older,3431
5455,Saimin Jutsu The Animation 2nd,Hentai,OVA,Rx - Hentai,6850
5458,Yu☆Gi☆Oh! Duel Monsters: Battle City Special,"Adventure, Fantasy, Game, Shounen",Special,PG-13 - Teens 13 or older,4123
5460,Detective Conan Movie 13: The Raven Chaser,"Action, Police, Mystery, Shounen",Movie,PG-13 - Teens 13 or older,2384
5462,Top wo Nerae! Kagaku Kouza,"Comedy, Sci-Fi",Special,G - All Ages,5570
5464,Cafe Junkie,Hentai,OVA,Rx - Hentai,4234
5466,Mahoutsukai Tai! vs. Shamanic Princess,"Comedy, Magic, Fantasy",OVA,PG-13 - Teens 13 or older,9828
5468,Yattokame Tanteidan,"Kids, Mystery, Slice of Life",TV,G - All Ages,13664
5469,Birthday Boy,"Action, Military, Historical, Drama",Movie,G - All Ages,9409
5472,Kokoro Toshokan: Communication Clips,"Comedy, Drama, Slice of Life",Special,G - All Ages,11424
5473,Tsuri Baka Nisshi,"Slice of Life, Comedy",TV,G - All Ages,13137
5474,Yobarete Tobidete Akubi-chan,"Comedy, Fantasy, Kids",TV,G - All Ages,11645
5475,Time Bokan 2000: Kaitou Kiramekiman,"Action, Adventure, Comedy, Mecha, Sci-Fi",TV,PG-13 - Teens 13 or older,11315
5476,Fushigi na Melmo,"Magic, Shoujo",TV,PG - Children,10256
5477,Gozonji! Gekkou Kamen-kun,"Parody, Comedy, Sci-Fi",TV,G - All Ages,12593
5478,Bikkuriman 2000,"Adventure, Fantasy, Kids",TV,G - All Ages,13003
5484,Wagaya no Oinari-sama.: Kuu-chan no Omake Gekijou,"Adventure, Comedy, Supernatural, Fantasy, Shounen",Special,PG-13 - Teens 13 or older,7892
5485,Shin Mazinger Shougeki! Z-hen,"Action, Super Power, Drama, Mecha, Shounen",TV,R - 17+ (violence & profanity),4449
5492,Platonic Chain: Web,"Sci-Fi, Slice of Life",Special,PG-13 - Teens 13 or older,12003
5493,Ranma ½: Akumu! Shunmin Kou,"Action, Comedy, Supernatural, Martial Arts, Shounen",OVA,PG-13 - Teens 13 or older,4680
5494,Konnichiwa Anne: Before Green Gables,"Drama, Historical, Kids, Slice of Life",TV,G - All Ages,6273
5496,Feng Yun Jue,"Action, Adventure, Martial Arts",Movie,PG-13 - Teens 13 or older,8644
5501,Gun x Sword-san,"Action, Parody, Dementia",Special,G - All Ages,8060
5503,Atagoal wa Neko no Mori,Kids,Movie,PG - Children,11412
5504,Shinkyoku Soukai Polyphonica Crimson S,"Drama, Fantasy, Music, Romance, School",TV,PG-13 - Teens 13 or older,3457
5505,Viper's Creed,"Action, Military, Sci-Fi",TV,PG-13 - Teens 13 or older,5076
5507,Senjou no Valkyria,"Action, Military, Romance",TV,PG-13 - Teens 13 or older,1245
5515,Wakusei Robo Danguard Ace: Uchuu Daikaisen,"Mecha, Sci-Fi",Movie,PG-13 - Teens 13 or older,12188
5520,Onegai My Melody Sukkiri♪,"Fantasy, Magic, Comedy",TV,PG - Children,8783
5521,Hayate no Gotoku!!: Atsu ga Natsuize - Mizugi-hen!,"Action, Comedy, Harem, Parody, Romance",OVA,PG-13 - Teens 13 or older,2754
5522,Juuninin no Onna Kyoushi,Hentai,OVA,Rx - Hentai,8904
5525,07-Ghost,"Action, Demons, Fantasy, Josei, Magic, Military",TV,PG-13 - Teens 13 or older,809
5526,Pokemon: Pikachu no Natsuyasumi,"Comedy, Fantasy, Kids",Movie,PG - Children,2988
5529,Pokemon: Odoru Pokemon Himitsu Kichi,"Comedy, Fantasy, Kids",Movie,PG - Children,4904
5530,Pandora Hearts,"Adventure, Fantasy, Mystery, Shounen, Supernatural",TV,PG-13 - Teens 13 or older,368
5534,Hai! Akko Desu,"Romance, Slice of Life",TV,G - All Ages,11615
5535,Tottoi,"Adventure, Slice of Life, Kids, Drama",Movie,G - All Ages,11437
5538,Tegamibachi: Hikari to Ao no Gensou Yawa,"Adventure, Slice of Life, Supernatural, Fantasy, Shounen",Special,PG-13 - Teens 13 or older,4378
5539,Blassreiter: Navi,"Action, Sci-Fi",Special,R - 17+ (violence & profanity),7153
5540,Datenshi-tachi no Kyouen,Hentai,OVA,Rx - Hentai,11277
5541,The Satisfaction,Hentai,OVA,Rx - Hentai,12246
5542,Telepathist IQ Saiko,Hentai,OVA,Rx - Hentai,11564
5543,Under World,Hentai,OVA,Rx - Hentai,12232
5544,Suashi no Houkago,"Hentai, Yuri",OVA,Rx - Hentai,10391
5545,Heisei Jogakuen Kagai Lesson,Hentai,OVA,Rx - Hentai,10492
5546,Ecchi de Happy! Pin! Pin! Pin!,Hentai,OVA,Rx - Hentai,11500
5547,Kateikyoushi Bishounen Kari,Hentai,OVA,Rx - Hentai,11167
5548,69 Pink Riders,Hentai,OVA,Rx - Hentai,9961
5549,Dengeki Oshioki Musume Gootaman R: Ai to Kanashimi no Final Battle,"Action, Comedy, Ecchi, Parody",OVA,R+ - Mild Nudity,8581
5550,Fujun Isei Kouyuu: Taisetsu na Kimi e,Hentai,OVA,Rx - Hentai,10452
5551,Shirouto Kurabu,Hentai,OVA,Rx - Hentai,12111
5552,Rebiya,Hentai,OVA,Rx - Hentai,11795
5553,Love Forever,Hentai,OVA,Rx - Hentai,11511
5554,Eguchi Hisashi no Nantoka Narudesho!,"Comedy, Parody, Horror, Supernatural, Shoujo",OVA,R+ - Mild Nudity,9945
5555,Suishou no Yoru: Aoi Kokuhaku yori,Hentai,OVA,Rx - Hentai,11606
5556,Moonlight Sonata,Hentai,OVA,Rx - Hentai,11376
5557,Kugutsu Ai: Doura Gaiden,Hentai,OVA,Rx - Hentai,11580
5558,Auction: Bijo Dorei,Hentai,OVA,Rx - Hentai,9879
5559,Nijuusou: Wana ni Ochita Onna-tachi,Hentai,OVA,Rx - Hentai,11715
5560,Aoi Kokuhaku,Hentai,OVA,Rx - Hentai,10822
5561,Yayoi,Hentai,OVA,Rx - Hentai,10954
5563,Chounouryoku Shoujo Barabanba,Hentai,OVA,Rx - Hentai,10888
5564,Age Man to Fuku Chin,Hentai,OVA,Rx - Hentai,10645
5565,Spiral Over,Hentai,OVA,Rx - Hentai,10765
5566,Harenchi Koumon Manyuuki,"Hentai, Historical",OVA,Rx - Hentai,10517
5567,Shachiku: Kuruma no Naka de Kattemasu,Hentai,OVA,Rx - Hentai,11754
5568,"Rinkan Gakuen: Yamete! ...Okaasan, Minaide!",Hentai,OVA,Rx - Hentai,8236
5569,Tsui no Sora,Hentai,OVA,Rx - Hentai,7150
5570,Binetsu Hime: Zange no Shou,Hentai,OVA,Rx - Hentai,10833
5571,Shining May,Hentai,OVA,Rx - Hentai,11687
5572,You Bishoujo Miruku-chan,Hentai,OVA,Rx - Hentai,10614
5573,Rhythm: Koi no Rhythm,Hentai,OVA,Rx - Hentai,11372
5575,Karakara-sama no Himitsu,Hentai,OVA,Rx - Hentai,11445
5576,Shimai Ningyou,Hentai,OVA,Rx - Hentai,9084
5578,Gosho Aoyama's Collection of Short Stories,"Adventure, Mystery, Comedy, Police, Shounen",Special,PG-13 - Teens 13 or older,6747
5581,"Kaitei Daisensou: Ai no 20,000 Miles","Action, Adventure",Special,G - All Ages,12555
5583,Sonic: Night of the WereHog,Action,ONA,G - All Ages,5850
5584,New Dream Hunter Rem: Setsuriku no Mudenmekyu,"Ecchi, Magic",OVA,R - 17+ (violence & profanity),9678
5585,New Dream Hunter Rem: Yume no Kishitachi,"Ecchi, Magic",OVA,R+ - Mild Nudity,9122
5586,Aoi Yousei,Hentai,OVA,Rx - Hentai,10881
5587,Shin Reyon Densetsu: Mou Hitori no Flair,Hentai,OVA,Rx - Hentai,11146
5588,Ko Ko Ro,Hentai,OVA,Rx - Hentai,11468
5589,Offside Girl,"Hentai, Sports",OVA,Rx - Hentai,9133
5590,Itoshi no Kotodama,Hentai,OVA,Rx - Hentai,10335
5593,Dogs: Bullets & Carnage,"Action, Seinen",OVA,R - 17+ (violence & profanity),2103
5594,Fuusen no Doratarou,Kids,TV,G - All Ages,14255
5597,Natsu no Arashi!,"Comedy, Romance, Supernatural",TV,PG-13 - Teens 13 or older,2390
5600,Little El Cid no Bouken,"Kids, Adventure, Historical",TV,G - All Ages,11898
5602,Navia Dratp,Fantasy,ONA,PG-13 - Teens 13 or older,12313
5603,Shin Ringetsu,"Drama, Hentai, Supernatural",OVA,Rx - Hentai,7296
5605,Concerto,Hentai,OVA,Rx - Hentai,9995
5606,Ryoujoku Joshi Gakuen,Hentai,OVA,Rx - Hentai,10472
5607,Love Machine: Animaid Shoufu 23-gou,Hentai,OVA,Rx - Hentai,11084
5608,Onna Kyoushi: Nikutai Jugyou,"Hentai, School",OVA,Rx - Hentai,10321
5609,Emi to Yobanaide,Hentai,OVA,Rx - Hentai,10217
5610,Rasen Kairou,Hentai,OVA,Rx - Hentai,10481
5611,Ayatsuri Ningyou,Hentai,OVA,Rx - Hentai,10511
5612,Terra Story,Hentai,OVA,Rx - Hentai,10976
5613,Ningyou no Yakata,Hentai,OVA,Rx - Hentai,9142
5614,Shikkaku Ishi,Hentai,OVA,Rx - Hentai,10740
5618,Dokonjou Gaeru,"Slice of Life, Comedy, Shounen",TV,G - All Ages,10121
5620,Uchuu Enban Dai-Sensou,"Action, Mecha, Romance",Movie,PG-13 - Teens 13 or older,10245
5621,Violence Gekiga David no Hoshi,Hentai,OVA,Rx - Hentai,11771
5622,The Chocolate Panic Picture Show,"Dementia, Psychological",OVA,R - 17+ (violence & profanity),8155
5624,Biohazard 4D-Executer,"Action, Adventure, Military, Horror",Special,R - 17+ (violence & profanity),7306
5628,21 Emon,"Space, Comedy, Sci-Fi",TV,G - All Ages,11258
5629,Choujuu Kishin Dancougar: Hakunetsu no Shuushou,"Mecha, Sci-Fi, Space",OVA,PG-13 - Teens 13 or older,10714
5630,Higashi no Eden,"Action, Sci-Fi, Mystery, Drama, Romance, Thriller",TV,R - 17+ (violence & profanity),274
5631,Kaumori,"Drama, Samurai",Movie,G - All Ages,10081
5632,Nihonichi Momotarou,Fantasy,Movie,G - All Ages,10031
5636,Restol: Teugsu Gujo Dae,"Action, Adventure, Police, Mecha",TV,G - All Ages,11506
5640,Tabidachi: Ami Shuushou,"Drama, Romance",Movie,PG-13 - Teens 13 or older,10520
5643,Kimi no Na wo Yobeba,"Hentai, School",OVA,Rx - Hentai,7002
5644,"Sora no Iro, Mizu no Iro Ero Specials",Hentai,OVA,Rx - Hentai,7832
5645,Castle Fantasia: Seima Taisen,Hentai,OVA,Rx - Hentai,9021
5646,Deep Voice,Hentai,OVA,Rx - Hentai,9709
5647,Doukyuusei 2 (OVA) Special: Sotsugyousei,"Ecchi, Harem, School",OVA,R+ - Mild Nudity,10181
5648,Bouken Shite mo Ii Koro,"Comedy, Seinen",OVA,R+ - Mild Nudity,10478
5649,Injuu Onna Kyoushi,Hentai,OVA,Rx - Hentai,9965
5651,Helter Skelter: Hakudaku no Mura,Hentai,OVA,Rx - Hentai,5708
5652,Glass no Kantai: La Legende du Vent de l'Univers Specials,"Adventure, Sci-Fi",Special,PG-13 - Teens 13 or older,9718
5653,Mahou Shoujo Ai San: The Anime,"Demons, Hentai, School, Supernatural",OVA,Rx - Hentai,7711
5656,PuriGorota: Uchuu no Yuujou Daibouken,"Kids, Adventure, Sci-Fi",OVA,PG - Children,7911
5658,Great Mazinger,"Action, Mecha, Sci-Fi, Shounen",TV,PG-13 - Teens 13 or older,6928
5661,Umi no Momotarou,Samurai,Movie,G - All Ages,10277
5662,Suteneko Tora-chan,Music,Movie,G - All Ages,10071
5663,G.T.R G-cup Teacher Rei,Hentai,OVA,Rx - Hentai,10703
5664,Keibiin,Hentai,OVA,Rx - Hentai,10566
5665,Shin Ruri-iro no Yuki,Hentai,OVA,Rx - Hentai,10998
5667,To LOVE-Ru OVA,"Comedy, Ecchi, Harem, School, Sci-Fi, Shounen",OVA,R+ - Mild Nudity,1050
5670,GA: Geijutsuka Art Design Class,"Slice of Life, Comedy, School, Seinen",TV,PG-13 - Teens 13 or older,3903
5671,Saki,"Game, School, Slice of Life",TV,PG-13 - Teens 13 or older,1671
5673,Apfelland Monogatari,"Adventure, Historical, Drama",Movie,G - All Ages,9353
5674,Ashita no Yukinojou,"Hentai, Romance, School, Sports",OVA,Rx - Hentai,8421
5675,Basquash!,"Sports, Mecha, Shounen",TV,PG-13 - Teens 13 or older,2513
5678,Kobato.,"Comedy, Drama, Romance, Fantasy",TV,PG-13 - Teens 13 or older,1064
5680,K-On!,"Music, Slice of Life, Comedy, School",TV,PG-13 - Teens 13 or older,108
5681,Summer Wars,"Sci-Fi, Comedy",Movie,PG-13 - Teens 13 or older,311
5682,Phantom: Requiem for the Phantom,"Action, Drama, Seinen, Thriller",TV,R - 17+ (violence & profanity),533
5684,Fresh Precure!,"Action, Slice of Life, Comedy, Magic, Fantasy, Shoujo",TV,G - All Ages,4492
5686,Himekishi Angelica,Hentai,OVA,Rx - Hentai,7010
5687,Doura,Hentai,OVA,Rx - Hentai,11002
5688,Gegege no Kitarou (1968),"Adventure, Comedy, Horror, Supernatural, Fantasy",TV,G - All Ages,7611
5689,Eien no Filena,"Adventure, Drama, Fantasy",OVA,R - 17+ (violence & profanity),10527
5690,Nodame Cantabile: Finale,"Comedy, Josei, Music, Romance",TV,PG-13 - Teens 13 or older,1290
5691,Rekka no Honoo: Final Burning,"Action, Adventure, Magic, Martial Arts, School, Sci-Fi, Super Power",Special,PG-13 - Teens 13 or older,6044
5693,"Shinran-sama: Negai, Soshite Hikari",Historical,OVA,G - All Ages,13693
5702,Sora wo Miageru Shoujo no Hitomi ni Utsuru Sekai,"Action, Super Power, Magic, Romance, Fantasy",TV,PG-13 - Teens 13 or older,2744
5710,Keroro Gunsou Movie 4: Gekishin Dragon Warriors de Arimasu!,Comedy,Movie,PG - Children,7408
5712,Tanoshii Muumin Ikka Bouken Nikki,"Kids, Slice of Life, Adventure, Fantasy",TV,G - All Ages,6540
5713,Minami-ke Betsubara,"Comedy, Slice of Life",OVA,PG-13 - Teens 13 or older,3146
5715,Arcade Gamer Fubuki Extra,"Action, Ecchi, Parody, Adventure, Game, Comedy, School",Special,PG-13 - Teens 13 or older,9089
5717,Kiniro no Corda: Secondo Passo,"Harem, Music, School, Shoujo",Special,PG-13 - Teens 13 or older,2933
5719,Sex Pistols,"Comedy, Drama, Supernatural, Yaoi",OVA,R+ - Mild Nudity,3204
5723,Mobile Suit Gundam: More Information on the Universal Century,"Military, Sci-Fi, Space, Mecha",Special,PG-13 - Teens 13 or older,8176
5725,Kodai Ouja Kyouryuu King: Yokuryuu Densetsu,"Action, Adventure, Game, Kids, Sci-Fi",TV,G - All Ages,6080
5733,Okusama wa Joshikousei,"Romance, Hentai",OVA,Rx - Hentai,9122
5734,Tayutama: Kiss on My Deity,"Harem, Romance, Supernatural",TV,PG-13 - Teens 13 or older,1981
5742,Space Cobra Pilot,"Action, Adventure, Space, Sci-Fi",Special,PG-13 - Teens 13 or older,9327
5743,Saimin Ryoujoku Gakuen,Hentai,OVA,Rx - Hentai,6339
5751,Tennis no Ouji-sama: Another Story - Kako to Mirai no Message,"Comedy, Sports, School, Shounen",OVA,PG-13 - Teens 13 or older,4383
5753,Precure All Stars Movie DX: Minna Tomodachi☆Kiseki no Zenin Daishuugou!,"Action, Fantasy, Magic, Shoujo",Movie,G - All Ages,6540
5755,Aoki Ryuusei SPT Layzner OVA,"Action, Space, Mecha, Military, Sci-Fi, Shounen",OVA,PG-13 - Teens 13 or older,9561
5760,Dororo to Hyakkimaru,"Action, Adventure, Supernatural",TV,R - 17+ (violence & profanity),4568
5762,15 Bishoujo Hyouryuuki,"Comedy, Harem, Hentai",OVA,Rx - Hentai,3610
5763,Uchuu Kuubo Blue Noah,"Action, Drama, Military, Sci-Fi, Space",TV,PG - Children,9587
5764,Zero no Tsukaima: Princesses no Rondo - Yuuwaku no Sunahama,"Comedy, Ecchi, Fantasy, Harem, Magic",Special,PG-13 - Teens 13 or older,1675
5772,Akaneiro ni Somaru Saka: Hardcore,"Comedy, Ecchi, Harem, Romance",Special,R+ - Mild Nudity,2681
5773,69 Pink Riders 2,Hentai,OVA,Rx - Hentai,10420
5774,Seitokaichou ni Chuukoku,"Comedy, Drama, Romance, School, Yaoi",OVA,R+ - Mild Nudity,2514
5781,Isekai no Seikishi Monogatari,"Action, Comedy, Ecchi, Fantasy, Harem, Mecha, School",OVA,R+ - Mild Nudity,935
5783,Koisuru Tenshi Angelique: Chibi Character Adventure,"Adventure, Comedy",Special,G - All Ages,11172
5784,Ai no Kusabi (2012),"Drama, Romance, Sci-Fi, Yaoi",OVA,R+ - Mild Nudity,3079
5785,G-9,Fantasy,OVA,PG-13 - Teens 13 or older,8462
5799,Kaede New Town,"Comedy, Romance, School, Slice of Life",Movie,PG - Children,11695
5802,Fantascope: Tylostoma,"Fantasy, Supernatural",OVA,R+ - Mild Nudity,8024
5809,Kupu~!! Mamegoma!,Kids,TV,PG - Children,11535
